Komentar,Label,Rating
"tempat hiburan yang ga jelas, masuknya doang yang mahal, di dalemnya bayar lagi.",0,1
Sudh tutup,0,1
Bagus kalau lebih di rawat lagi tempatnya,0,1
Lokasi dah berantakan tdk terawat lg,0,1
"Sudah tutup,,",0,1
Tidak terawat,0,1
"Kecewa,ga Selfi sama gajah!!",0,1
Kagak diurus,0,1
udah bangkrut,0,1
Tidak begitu rekomen buat sy...,0,1
kaya nya mahal masuk nya,0,1
Perlu inovasi lagi biar rame lagi,0,1
"Not recomended, permainan sedikit, sederhana, tapi muahalnya dak sebanding, pelayanannya judes...",0,1
Exit tol macet puarah,0,1
"Mahal doang, jalur macet dan suasana gak terlalu bagus",0,1
Lagi di jln macet,0,1
Tutup,0,1
Kurang bgs,0,1
Kurang pemeliharaan,0,1
Tidak terawat,0,1
Parah. Rugi masuk sini. Tidak terawat. MAHAL DOANG,0,1
Tempat jibrut,0,1
Berapa tiket msukny,0,1
Gak recomended,0,1
Tempat yang sejuk banyak permainannya. Harga relatif sebenarnya,0,1
Jangan ke sini deh. Udah bangkrut krut krut!,0,1
Ga terawat dg baik tmptnya,0,1
"Tempatnya audah tutup, sdh tidak terawat..",0,1
Tutup,0,1
Tampak sepi,0,1
