Komentar,Label,Rating
"Tempat wisata yang lengkap dan cukup luas, bisa menunggang kuda di padang rumput, trampolin, dan masih banyak permainan lainnya, tiket masuknya juga cukup murah dan bisa dituker dengan susu",1,5
"Tempat main yang nyaman buat keluarga, harga relatif murah, fasilitas cukup, parkir luas.",1,5
suasana nya itu yg bikin ketagihan di tambah minum susu segar plus naik kuda,1,5
settingnya berubah dari trakhir ksini dan me looveee it.. kiddos are soo happy,1,5
"Berkuda sambil santai tempat yang cocok di sini. Parkir luas, tiket masuk standar dan bisa di tukar dengan susu, tempatnya luas, ada museum kupu-kupu, macam-macam kuliner makanan dan minuman, pertunjukan kuda, penyewaan berkuda, kapan bebek air, dan banyak yang lain. Kebersihan lingkungan oke, semoga selalu terjaga. Cocok untuk berlibur, bersantai bersama keluarga, sahabat, tim kantor, sekolahan.",1,5
Keren.. cocok buat anak-anak untuk mengenal alam.. udaranya juga sejuk.. harga terjangkau dan harga makanan juga wajar..,1,5
Jalan jalan di seputaran De' Ranch pagi pagi itu menyenangkan. Agak siangan dikit bisa have fun dengan atraksi dan wahana yang ada di dalamnya,1,5
Belajar dan bermain bersama hewan disini menyenangkan bagi orang tua dan juga anak anak,1,5
De'Ranch Lembang Bandung Barat merupakan arena wisata berkuda yg sangat bagus dan ekostik.....dilengkapi pemandangan kanan kiri pepohonan nan hijau nan asri....pas buat wisata bareng keluarga....,1,5
"bisa naik kuda dan minum susu, pemandanganny juga indah",1,5
"Bagus, tp wahananya msh kurang banyak. Utk suasana like the ranch... Wahana permainan air kurang menarik.",1,5
Cucu saya senang berkuda disini. Katanya sunnah nabi. Ayo ajak cucu mencintai alam dan binatang. Di tempat lain tidak seindah disini.,1,5
"Tempatnya sejuk, banyak permainan utk anak2. Boleh dikatakan instragramable jg..馃槈",1,5
Harga masuk ya murah.. Uda dapat minum jg.. Banyak permainan.. Dan paling suka bs naik kuda aja buat anak2.. Pemandunya juga baik2..,1,5
"Tiket masuknya murmer,tapi wahana didalamnya bayar2 lagi,banyak spot foto yg bagus",1,5
"tempatnya luas, cocok bt melepas anak2 buat lari2 馃構 banyak wahana yg menarik u/ anak2 jg...",1,5
"Dari jaman tiket 5rb sampe sekarang 15rb tak pernah bosen berwisata ketempat ini, cuman sayang kenapa pedagang yang arah taman kelinci jadi gak ada dan berkurang, dari tahun 2013, 2017, sampe kemarin 2019 cuman sayang kemarin rumput tengahnya tidak bisa dilewatin karena sedang ada peremajaan rumput, mungkin karena faktor cuaca kemarau yang berkepanjangan, sumoga ada perkembangan lagi",1,5
"Tempatnya sejuk nyaman dn bersih, ada banyk pemainan dn banyak pilihan makanan yg tersedia. Dnr mkai jajanan dn makanan berat. Ada istal kuda dn bsa naik kuda jg si sini. Tepatnya nyamaaan dn betah berlama lama di sini. Tapi buruh perjuangan buat ampe sini macetnya panjang bgt.",1,5
"Salah satu destinasi favorit bila singgah ke Bandung, khususnya Lembang. Kenapa? Karena cukup lengkap disini fasilitasnya, dari mulai resto, tempat wisata yang oke, musala, toilet yang cukup bersih, dan lainnya. Yang seru juga, HTM masih sangat terjangkau dan dapat ditukarkan dengan segelas susu murni. Segar!! Scenic Lookutnya juga oke punya, hijau-hijauan dimana-mana, membuat fresh saat liburan.",1,5
Nyaman sejuk makanan nya enak unik dan banyak spot poto dan wahana bermainnya,1,5
Petualangan menjadi cowboy. Cocok untuk anak2 dan liburan keluarga. Harga murah dan penuh permainan anak2,1,5
Nive tempatnya buat kumpul sama keluarga di outdoor. Bsa sambil edukasi anak anak jg bsa main sama kuda juga yeyy,1,5
"Enak banget klo jalan-jalan kesini bisa berfoto ria sambil berkuda, berasa seperti sedang di Texas",1,5
Pertama naek kuda selama hidup sy. Pengennya bawa kuda sendiri kayak ksatria bajahitam. Eh masih dituntun aja udah pengen cepet2 turun takut jatuh. Tp jalan beberapa belas meter jd terbiasa sih.,1,5
"Tempat berkuda yang juga jadi tempat wisata, ngga begitu ramai padahal datengnya weekend. Cocok untuk hiburan kabur sebentar dari Jakarta.",1,5
"Tempat yang cocok bagi yang tertarik dengan cowboy dan western. Tiket masuk terjangkau (15rb rupiah/org) belum termasuk wahana. Terdapat wahana spt: flying fox utk anak2, fun boat, delman. Terdapat pula food court. Pemandangan bagus, cocok untuk tempat rekreasi keluarga.",1,5
"Ada moment bersama Kuda. Kuda adalah termasuk salah satu Binatang yang saya(ingin sekali) memilikinya. Dan saya rasa enjoy buat tempat dimana(ada)hari dapat melepas penat, alam lah tempat yang paling enjoy dan tenang.",1,5
"Cozy banget, asli nyaman. Kebetulan saya kesini pas lagi sepi sih haha",1,5
Tempat wisata buat anak anak ada kuda poni danau indah sekali berada di Maribaya Lembang Bandung barat good semoga bermanfaat,1,5
rekreasi dan kuda,1,5
"Asyik juga untuk liburan keluarga. Ada beragam pilihan aktivitas, hampir semuanya berbayar.",1,5
"Slalu kangen balik lagi kesini, anak虏 bisa belajar & bermain disini sampe lupa waktu",1,5
Tempatnya unik bernuansa coboy Tapi untuk pesan makanan menurut ku ribet karna kita harus datengin tukang makanan yg kita mau trus pesan dl nti sama si penjual kkta di kasih bon dan suruh bayar terlebih dahulu setelah dr kasir kita bakim lagi ke si oe jual untuk ngasih bukti kalau kita sudah bayar. Untuk wahana harganya sangat terjangkau. Kmrn saya ngajak anak saya naek delman dan kudanya namanya DEWI 馃槃,1,5
"Kuda-kuda di sini bagus-bagus dan terawat, rekomended buat yang pengen foto yang keren sambil menunggang kuda.",1,5
"Karna dtg pas deket"" jam tutup jd anak aku cm bs naik kuda doang... Sm main playground yg gratis... Smpet sih dia msuk k tmpt main yg bayar 25rb. Tp untung mbak nya baik bolehin masuk bntr doang.... Ga bayar.... Tmpt nya bagus. Pelayanan nya juga warrr biyasahhhh.....",1,5
"Tempat wisata yang bertema wild west, dengan konsep koboy dan indian. Tempat yang seru untuk mengajak keluarga seru seruan bersama mengenal tentang kuda. Tempat wisata ini bisa di akses menggunakan angkot dari stasiun bandung tujuan lembang. Dari De'Ranch bisa naik angkot kembali menuju floating market.",1,5
"Jalan"" sambil liat"" kuda mulai dari yang kecil sampai yg besar",1,5
"Buat yg mau naik kuda, kuda poni, naik delman, kasih minum hewan ternak, main panahan, ATV, banyaak permainan seru baik untuk anak2 atau orang dewasa.. dilengkapi juga dengan jualan jajanan khas bandung jadi kalo lapar gk usah keluar2 lagi, semuanya lengkap disana.. tiket masuk 25rb bisa ditukarkan dgn susu segar beraneka rasa.. tapi karena bentuknya adalah ranch, jadi rasanya agak panas kalo siang terik banget..",1,5
Ademmm deh disini,1,5
Susana serasa di amerika Susana ala amerika,1,5
Cuaca makyus dan pemandangan alam good cuma pakai tiket masuk berbayar,1,5
Tempat yang asyik buat ajak anak2 bermain didukung hawa pegunungan yang sejuk,1,5
"Tiket masuknya murah plus bisa ditukar susu, tempatnya bersahabat buat anak anak",1,5
"Buat liburan anak-anak, seru banget, udara disana sejuk, HTM nya murah",1,5
"tempat nyaman, ramah, bagus untuk wisata keluarga. . apa lg yg hobi berkuda. .",1,5
"Tempat berkuda yg nyaman, udaranya sejuk",1,5
Tempat berkumpulnya para koboi.. bermain kuda-kudaan,1,5
"Tempatnya bagus, enak buat berkuda",1,5
"Tempat yg cocok untuk membawa keluarga, terutama anak-Anak. Lapangan rumput yg luas untuk anak-anak bermain",1,5
Susunya lumayan enak. Spot fotonya mungkin bisa lebih diperbanyak,1,5
Sejuuk bangeet di sini,1,5
"Wisata laam yg menyajikan hiburan anak, seperti berkuda, gold mining, dl masuk hanya idr 25 rb, sudah dapat welcome drink susu.",1,5
"Keren bgt , tolong dijaga alam kita, karena Klo bukan kita siapa lagi yg menjaganya Welove Bandung",1,5
Tempat wisata yang menyuguhkan oengalaman naik kuda dan cottage yg nyaman .. tempatnya luas dan sejuk .. buat yang ingin wisata alam dengan kuda boleh lah mampir ..,1,5
"Tempat yang bagus buat rekreasi tapi kayanya uda misti di upgrade nih. Tiket murah dan bisa di tukar susu segar. Menunggang kuda dan naik delman salah satu hiburan, memberi makan kelinci, domba sampai naik atv. Bayar saja tidak terlalu mahal kok. Nah kalo mao nambah fasilitas air mancur menari juga ok kok. Jajanan cukup komplit.",1,5
"Lumayan bagus buat spot foto mah,馃憤",1,5
Nice place.. Apalagi pas mendung dan hujan rintik2..,1,5
Baguuuuss bangt. Banyak wahananya. Paling asyik dan seru bawa anak2.,1,5
"Tempatnya mudah di jangkau karna di pinggir jalan. Makanan lumayan, harga normal. Tapi karna tiap permainan bayarnya lumayan mahal. Jadinya abis banyak kalo kesini",1,5
"Tiket masuk bisa ditukar susu segar. Tempat yg asik buat ajak anak main kuda, flying fox, dll.. range harga 25-40k.",1,5
Mau Jadi CowBoy..? Dateng ksini..,1,5
Asyik untuk liburan keluarga. Ada berbagai pilihan kegiatan di dalamnya.,1,5
"Udah dua kali ke sini, angin nya sejuk, masuk cuma 15K udah dapet susu itu juga,, nyaman",1,5
"Seru,, bnyk permainan nya,lapangan yg luas . Enak buat main anak虏",1,5
cocok untuk sama anak anak bukan untuk pacaran berdua haha,1,5
Salah satu tempat wisata dilembang merekomendasikan untuk dikunjungi..,1,5
"Tiket masuk murah tapi setiap permainan bayar lagi, lumayan puas buat anak anak",1,5
"Saran saya, sediakan waktu seharian agar puas menjelajah dan mencoba semua wahana di sini.",1,5
Tempat rekreasi alam terbuka yang menyenangkan dan lengkap untul anak anak.. mulai dari naik kuda.. sampai membuat kerajinan..dan beragam makanan tersedia lengkap disini.. pengen balik terus meski udah pernah kesini,1,5
Wisata koboy2an yg unik pastinya wajib di kunjungi saat berwisata le bandung selain tempat yg strategis di jalur wisata bandung,1,5
"Tempat maen kuda"" an. Tiket masuk 15 rb gratis susu. Naik kuda dewasa 30rb. Anak"" 25rb. Bnyak wahana main anak"" juga.",1,5
"Oh iya, view diantara pohon cemara bagus loh buat foto",1,5
tempat adem bernuansa cowboy di lembang.. makanan relatif murah .. akses jalan menuju ksini sudah hotmix bagus,1,5
Wahana na kurang lengkap gitu虏 aja,1,5
Parkiran nya cukup luas. Sebelum pintu masuk terdapat penjualan pohon虏 kaktus mini. Harga masuk hanya Rp.15.000 per-orang. Stelah masuk terdapat penjualan merchandise di sbelah kanan. Stelah itu kita jga dpat memesan susu scara gratis. Pemandangan nya sangat indah. Terdapat lapangan yg sangat luas. Bagus jga untuk berfoto虏. Selain berkuda disana jga trdapat wahana permainan.,1,5
Mohon di sediakan tempat ibadah yg layak buat moslem.,1,5
Tidak seramai dulu tapi masih menyenangkan tuk family recreation,1,5
Indah pokoknya 馃憤,1,5
Pullet ny berkwalitas,1,5
Tempatnya bagus buat wahana edukasi anak2.lokasinya bersih dan penataannya rapi bisa bawa kereta bayi keliling wahana..sayang diarea kelinci stok wortelnya kurang banyak.,1,5
Tempat cukup nyaman lokasi luas banyak kuliner,1,5
wisata ala koboi.. wahana tematik di lembang,1,5
"Temaptnya keren abiisss,",1,5
Ok bgt,1,5
Tempat yg nyaman untuk ber rekreasi.,1,5
Maravilloso lugar para tomar caballos con mi novia... Que estupendo,1,5
"Suasananya cukup nyaman, fasilitasnya cukup lengkap...",1,5
tempatnya cocok untuk bersantai dan bermain bersama keluarga juga anak2. foto buku tahunan sampai foto prewed. tempatnya luas. ditiap wahana nya bayar. makanan cemilannya juga lumayan enak..,1,5
"Suka bgt sma nuansa koboy, slain berpetualang dsananjg menyuguhkan suguhan edukatif buat anak2. Lets go to join !",1,5
"dengan tiket masuk 15rb sudah mendapat susu, tp rasa susunya tdk se enak di farm house susu lembang. cuma di de'ranch suasana jauh lebih enak menurut saya. untuk yg mau naik kuda,dll siapkan uang lg.",1,5
Favorit berkuda yaa disini tempatnya...naik kuda skaligus dapet kostum pulaa...mantaap. cuma 35k untuk naik kuda poni 2 keliling...,1,5
Rasa mcm ala2 koboi gitu..best sgt..,1,5
"Tempat yang tepat untuk liburan keluarga, Kuliner dan alamnya selaras banget",1,5
tempatnya bagus bgt pelayanan ramah permainan nya banyak bgt......yg pasti nyaman dan anak2 happy bgt pokoknya recomended bgt klo untuk acara keluarga dan acara2 tour....,1,5
Sejuk...cozzy dg nuansa country gaes,1,5
asliiiiii parahhh,1,5
Tempat yang sangat indah apalagi berkunjung kesana dengan orang yang disayang itu jauh lebih indah 馃槉,1,5
"kudanya cuma sedikit, viewnya lumayan lah ketolong banget sama pinus yg berjejer tiket masuk ga all in tiap mau main bayar lagi bayar lagi jatohnya ya mahal tp kaktusnya murah bgt..",1,5
Good tempat nya gak mahal juga karcis nya,1,5
"Udara segar, tempat yang luas untuk bersantai bersama keluarga, aman untuk anak dan balita",1,5
"Bagus sih, luas tempatnya, (kalo nggak weekend)",1,5
tempat wisata dengan tema berkuda di bandung,1,5
"Bagus, buat yang suka kuda",1,5
Klo Liat Tempat nya sih oke,1,5
"Tempat wisata berkuda ala luar negeri, lengkap dengan custom",1,5
tempat wisata selfi bertemakan perkudaan,1,5
"Tempat wisata naik kuda, delman di lembang cihuy, ada susu gratis, snack dan jajanan sedanya",1,5
"Wahana banyak, jajanan enak, harga terjangkau, pemandangan bagus, parkir luas",1,5
Untuk wisata kuda atau belajar naik kuda,1,5
Tempat rekreasi keluarga yang sesuai untuk anak-anak mengenal hewan khususnya kuda dan bnyak permainan yg seru,1,5
"Adem, cemilan lumayan murah.. mainan juga lumayan..",1,5
"Tempatnya luas, nyaman, sejuk pas buat refreshing, permainan banyak buat anak dan dewasa jg bisa, makanan dan minuman banyak variasinya",1,5
Bagus.. Masuknya murah.. 15rb sudah Free Voucher Minuman..,1,5
Dah pernah sejak 6 tahun lalu,1,5
"tempat strategis dan mudah diakses...harga tiket 15rb/org dan setiap tiket bisa di tuker dengan susu segar,parkir mobil 5rb.banyak wahana yg bisa dimainkan oleh anak2,mulai berkuda,flying fox,memeras susu,memberi makan kambing,atv,memberi mkn kelinci dengan range harga 20-30 per wahana,,dan terdapat stand makanan&oleh2",1,5
harus nyiapin kondisi fisik yg fit Dan...... uang yang cukup.. heheheh,1,5
"Serru..banyak wahananya,hanya harus bawa bekal uang yg banyak krn tdk boleh bawa makan minum dr luar, makanan nya standar sedang,stiap wahana bayar 20-30rb",1,5
Tempat berlibur wisata alam terbuka yg memastikan dan baik untuk menambah wawasan pendidikan tentang alam dan kehidupan dlm beternak dgn segala permainannya yg mendidik.,1,5
"Tempat ini sangat bagus sekali untuk kalian yang ingin berswafoto bersama teman maupun keluarga, de'ranch ini mirip sekali dengan tempat para coboy jaman dahulu, karena semua yg kerja disitu memakai pakaian coboy semua, dan itulah ciri khas para pekerja di de' ranch yg berbeda dengan tempat lain. Pokoknya tempat ini sangat bagus dan menarik untuk dikunjungi馃檶馃憤馃",1,5
Naik kuda,1,5
Dah pernah,1,5
Great... Pengalaman pertama jalan2 d Bandung,1,5
"Beli tiket masuk untuk ditukar jadi susu (coklat, vanila, stoberi). Baru masuk itu kaya food court gitu jd gabingung untuk makan, paling bingung nyari tempat makannya. Untuk naik wahana lain sih berbayar, jd silahkan bawa uang lebih yaa. Untuk lahan parkiran, cukup luas sih. Dear De'Ranch, tolong kasih istirahat kudanya ya kesian banget ampe ada kelelahan gitu pas lewat:((",1,5
"Tempatnya asyik udaranya sejuk, banyak makanan dan jajanan enak dengan harga yg relatif murah. Bisa berkendara kuda, delman, panahan, sewa sepeda, mewarnai celengan dan banyak lagi permainan anak. Semua staf ramah dan sangat membantu pengunjung. Toilet nya unik dan bersih, Banyak pula spot photo yang bagus untuk para pengunjung.",1,5
"Cocok buat keluarga , permainannya banyak.. buat balita atau remaja bisa. Makanannya beragam harga terjangkau.",1,5
Cocok untu anak,1,5
"Berasa lagi nggak diBandung, De' Ranch memberikan pengalaman beda berasa di Texas tapi versi Lokal 馃槝馃挄",1,5
"Cukup bagus untuk berlibur dengan keluarga, apalagi dengan anak-anak. Bisa mencoba berbagai wahana yang disediakan. Kalau ke sini sebaiknya jangan terlalu siang agar tidak panas.",1,5
Banyak kudanya..lebih asri dan adem..,1,5
Banyak aktivitas buat anak2.,1,5
"Tempatnya enak buat nyantei , pernah kerja disini haha",1,5
Anda mau naik kuda atau sekedar piknik sambil belanja datanglah kesini pasti asyik,1,5
"Salah satu wisata yang wajib dikunjungi saat berada di Lembang. Dengan banyak wahana yang ditawarkan, lokasi ini bukan hanya menjadi wisata yang mampu menghibur, tapi juga sekaligus mampu mengedukasi, teruma bagi anak-anak. Hawa segar dan sejuk. Sangat akomodatif untuk mengisi liburan anda sekeluarga!",1,5
Cocok untuk anak2 eksplorasi alam dan keluarga..makanan nya juga lumyan enak...hanya perlu di perbaiki area2 nya lbh rapi dan tanaman nya di perbanyak...,1,5
Santai liat kuda,1,5
Tempatnya bagus...sambil berkuda liat pemandangan,1,5
Sangat cocok buat anak2 dan bisa memotivasi anak menjadi berani menunggang KUDA馃挭馃槑馃憤,1,5
Fasilitasnya kurang terawat tidak seperti dulu. Staffnya ramah dan tanggap. Semoga kedepannya fasilitas dan wahananya di tambah. Serta pelayananya menjadi lebih baik lagi.,1,5
"Kesenengan anak anak. Ada baju koboi buat balita, balita pun diijinkan buat foto sama bapaknya diatas kuda. Great!",1,5
Sukak banget sama tempat ini. Udaranya sejukkkk Oh iya setelah beli tiket dapet karcis jangan di buang yah karna bisa dapat susu 1 gelas.,1,5
"Tempatnya lumayan luas..hari ini saya kesini tgl7juni 2019 hari jumat pas lebaran..waw..crowded bangettt..Sangatt sangatt ramai pengunjung. Makan minum murah..aqua botol 600ml cuman 5ribu, ice kopi hazelnut 28ribu, masuk cuman 20rb dapet susu segar segelas..ada snack ayam goreng ,mozarela goreng,soto,sop,ayam goreng, wahana anak anak..heppi lah",1,5
"adem, terawat, memberikan pengalaman berbeda setiap kali berkunjung",1,5
Tempat wisata anak bisa berkuda juga,1,5
"Tempat main anak yang seru banget lah. Afa naik kuda, naik delman, panahan, hamster ball, sepedahan, main anak2, flying fox, trampoline, cat celengan, dsb. Kalian harus cobain main di sini kalo punya anak kecil, karena ga akan bosen.",1,5
Asik bgt disini... banyak wahana2 yang seru buat keluarga.. mulai dr naik kuda.. naik delman.. gold digger.. flyingfox.. main bola air.. panahan.. banyak streetfood yang yummy bgt dengan harga yang affordable.. tiket masuk 15.000 free minuman susu segar... trimakasi de ranch. Sangat puasss.. mau datang lg bawa lebih banyak keluarga.. 馃挄,1,5
"tempat rekreasi keluarga (outbobd activity) lumayan gede, htm 15k/orang, tiket wahana tiap permainan beda lagi, misal flying fox 25k. Toilet, mushola, food court ada, parkir lumayan gede",1,5
Tempat nya nyaman,1,5
Tempat yang recommended mengajak keluarga saat liburan,1,5
"Wahana bermain anak yang lengkap. Jika ingin merasakan sensasi naik kuda, bisa dicoba disini. Max berat badan 80 kg untuk bisa menaiki kuda.",1,5
"Suka banget nuansa alam di Deranch, tertata rapi dan apik, ada games bisa buat anak2 dan juga orang dewasa selain berkuda, cuma sayang games maksimal berat tubuh 80kg sehingga suami tidak bisa ikutan. HTM terjangkau 15rb/orang",1,5
"tempat bermain dan bersantai dengan keluarga, cocok untuk anak-anak maupun orangtua",1,5
Tempat yang cocok untuk bawa anak kecil (keluarga baru),1,5
Tiket masuk 15rb per orang (bisa ditukar susu). Banyak wahana permainan yg menarik untuk anak. Cocok banget buat wisata keluarga,1,5
Enak buat liburan,1,5
"Selalu ramai, suka kesini duduk sambil lihat pemandangan gunung, makananya juga enak Ddan harga masih terjangkau",1,5
"Saya menyukai tempat ini,karena saya bisa naik flaying fox dan menaiki kuda saya sangat senang dan berharap saya bisa kesana lagi",1,5
"Wisata naik kuda di Lembang, tiket 15ribu bisa ditukar segelas susu, banyak permainan tapi ada tarif masing masing, cocok untuk keluarga",1,5
"Bagus tempatnya rame..asik buat liburan keluarga, harga tiket masuknya murah.. Bagi yg masih punya anak kecil klo liburan ajak aja kesini seru..",1,5
"Asyik, sejuk, rame tp teratur, segar, fresh.. banyak tempat mainan anak, ada naik kuda, delman, bebek2an air, flying fox, box launcher, banyak anak2 deh",1,5
Aseek lah banyak jajanan...dan permainan udara juga sejuk buat ngabisin waktu enak...anak senang ortunya gendut jajan terus 馃槀馃槀馃憤,1,5
Mantap buat berkuda,1,5
Wisata berkuda bwat anak anak dan dewasa,1,5
"Bagus untuk Edukasi anak2 dan berbagai aktifitas fisik spt naik muda , Sewa sepeda , Cocok utk liburan keluarga",1,5
oke banget ...,1,5
Nambahkan wahana pacu kuda akan semakin seru lagi x ya. Wahana permainan anak2 ditambah dan buka sampai jam 9 malam. Wow,1,5
"Sangat cocok tempat bermain untuk anak2, di dlm lokasi banyak makanan tdk usak khawatir lapar..",1,5
Tempat yang cocok untuk piknik dewasa dan anak-anak. Sambil menemani anak-anak bermain kita dapat mencicipi aneka kuliner dengan harga terjangkau,1,5
Buat hiburan anak-anak sangat.,1,5
"Masuknya kesini cuma 15000, tp main ke dalamnya bayar lagi, lumayan nyaman wisata kesni, apalagi yang mau naik kuda",1,5
maen kuda disini enak,1,5
"blom pernah masuk sich, cuma lewat doang. kayanya tempatnya nyaman... enak buat kumpul dan liburan keluarga",1,5
Tmpt yg pas utk si kecil yg gemar naik kuda.. dan ada beberapa hewan lain juga..,1,5
Tempat nya enak klo berkunjung ksni siap2 bwa bekel uang yg banyak...,1,5
"Tiket masuk murah,makanannya ga terlalu mahal, enak2. Permainannya jg seru2",1,5
Mantap bangetttt,1,5
"HTM nya bersahabat dikantong , anak happy , tempatnya luas sejuk dan asri. jajanan nya juga msh terjangkau . cocoook bgt buat holidayyyy sama anak",1,5
"Keren, sejuk, bisa naik kuda, makanannya juga enak-enak",1,5
"Wisata kuda ala.Cowboy yaitu De'ranch Lembang. Biaya masuk 15.000 dapet welcome drink susu coklat dan original untuk ukuran lebih kecil dari Farm House.. Disini semua yang bekerja menggunakan baju dan topi coboy. Pokoknya semua ala ala.coboy deh... Untuk naik delman biayanya 40,000 aja udah muterin de'ranch yang lumayaaaan luasnya, disana juga lengkap kita bisa kasih makan kelinci, kambing dan ada rumah kepompong jugaaaaa...",1,5
Buat yg hoby kuda,1,5
Cocok buat keluarga yang sudah mempunyai anak,1,5
Cocok buat santai dan bermain bersama keluarga... Tempat makan dan bermain untuk semua kalangan,1,5
tmpatny enak buat main anak2,1,5
Seru tempatnya cocok buat keluarga,1,5
Cocok utk anak2,1,5
"Weekend atw liburan bersama kluarga sangat cocok. Bisa sambil mengedukasi anak dengan suasana santai, indah dan bisa menambah keharmonisan馃槈",1,5
Tempat bagus untuk bermain dengan kuda kuda dan terdapat tempat makan yang unik,1,5
Masuk sini dulu sih dapat susu/yoghurt.,1,5
Tempatnya bagus cocok untuk anak2,1,5
